SDSSJ0002+3209,He,0.6,-5.34
SDSSJ0004+0819,He,0.6,-5.51
SDSSJ0006+0520,He,0.6,-5.27
SDSSJ0010-0430,He,0.6,-5.32
SDSSJ0013+1109,He,0.6,-5.44
SDSSJ0019+2209,He,0.6,-5.38
SDSSJ0044+0418,He,0.6,-5.3
SDSSJ0046+2717,He,0.6,-5.32
SDSSJ0047+1628,He,0.6,-5.51
SDSSJ0052+1846,He,0.6,-5.49
SDSSJ0053+3115,He,0.6,-5.41
SDSSJ0056+2453,He,0.6,-5.41
SDSSJ0108-0537,He,0.6,-5.46
SDSSJ0114+3505,He,0.6,-5.43
SDSSJ0116+2050,He,0.6,-5.42
SDSSJ0117+0021,He,0.6,-5.3
SDSSJ0126+2534,He,0.6,-5.37
SDSSJ0135+1302,He,0.6,-5.38
SDSSJ0143+0113,He,0.6,-5.36
SDSSJ0144+1920,He,0.6,-5.4
SDSSJ0144+0305,He,0.6,-5.33
SDSSJ0148-0112,He,0.6,-5.29
SDSSJ0150+1354,He,0.6,-5.56
SDSSJ0158-0942,He,0.6,-5.35
SDSSJ0201+2015,He,0.6,-5.4
SDSSJ0208-0542,He,0.6,-5.55
SDSSJ0234-0510,He,0.6,-5.32
SDSSJ0252-0401,He,0.6,-5.3
SDSSJ0252+0054,He,0.6,-5.23
SDSSJ0447+1124,He,0.6,-5.35
SDSSJ0721+3928,He,0.6,-5.39
SDSSJ0736+4118,He,0.6,-5.68
SDSSJ0739+3112,He,0.6,-5.48
SDSSJ0741+3146,He,0.6,-5.4
SDSSJ0744+4649,He,0.6,-5.72
SDSSJ0744+4408,He,0.6,-5.39
SDSSJ0744+2701,He,0.6,-5.28
SDSSJ0744+1640,He,0.6,-5.38
SDSSJ0758+1013,He,0.6,-5.59
SDSSJ0800+2242,He,0.6,-5.27
SDSSJ0806+3055,He,0.6,-5.43
SDSSJ0807+4930,He,0.6,-5.7
SDSSJ0816+2330,He,0.6,-5.33
SDSSJ0818+1247,He,0.6,-5.32
SDSSJ0830-0319,He,0.6,-5.33
SDSSJ0838+2322,He,0.6,-5.35
SDSSJ0842+1406,He,0.6,-5.32
SDSSJ0842+1536,He,0.6,-5.32
SDSSJ0843+5614,He,0.6,-5.36
SDSSJ0851+1543,He,0.6,-5.45
SDSSJ0852+3402,He,0.6,-5.51
SDSSJ0901+0752,He,0.6,-5.51
SDSSJ0906+1141,He,0.6,-5.41
SDSSJ0908+5136,He,0.6,-5.34
SDSSJ0908+4119,He,0.6,-5.33
SDSSJ0913+2627,He,0.6,-5.42
SDSSJ0913+4127,He,0.6,-5.56
SDSSJ0916+2540,He,0.6,-5.82
SDSSJ0924+4301,He,0.6,-5.32
SDSSJ0925+3130,He,0.6,-5.47
SDSSJ0929+4247,He,0.6,-5.4
SDSSJ0933+6334,He,0.6,-5.48
SDSSJ0937+5228,He,0.6,-5.39
SDSSJ0939+4136,He,0.6,-5.48
SDSSJ0939+5019,He,0.6,-5.56
SDSSJ0946+2024,He,0.6,-5.27
SDSSJ0948+3008,He,0.6,-5.4
SDSSJ0956+5912,He,0.6,-5.3
SDSSJ1005+2244,He,0.6,-5.36
SDSSJ1006+1752,He,0.6,-5.4
SDSSJ1014+2827,He,0.6,-5.59
SDSSJ1017+3447,He,0.6,-5.35
SDSSJ1017+2419,He,0.6,-5.32
SDSSJ1019+3535,He,0.6,-5.51
SDSSJ1019+2045,He,0.6,-5.48
SDSSJ1024+4531,He,0.6,-5.45
SDSSJ1024+1014,He,0.6,-5.61
SDSSJ1032+1338,He,0.6,-5.46
SDSSJ1033+1809,He,0.6,-5.49
SDSSJ1038-0036,He,0.6,-5.28
SDSSJ1038+0432,He,0.6,-5.56
SDSSJ1040+2407,He,0.6,-5.62
SDSSJ1041+3432,He,0.6,-5.25
SDSSJ1043+3516,He,0.6,-5.3
SDSSJ1046+1329,He,0.6,-5.45
SDSSJ1055+3725,He,0.6,-5.65
SDSSJ1058+3143,He,0.6,-5.26
SDSSJ1102+2827,He,0.6,-5.54
SDSSJ1102+0214,He,0.6,-5.35
SDSSJ1103+4144,He,0.6,-5.41
SDSSJ1105+0228,He,0.6,-5.46
SDSSJ1112+0700,He,0.6,-5.2
SDSSJ1132+3323,He,0.6,-5.5
SDSSJ1134+1542,He,0.6,-5.37
SDSSJ1144+3720,He,0.6,-5.26
SDSSJ1144+1218,He,0.6,-5.47
SDSSJ1147+5429,He,0.6,-5.52
SDSSJ1149+0519,He,0.6,-5.29
SDSSJ1150+4928,He,0.6,-5.23
SDSSJ1152+5101,He,0.6,-5.4
SDSSJ1157+6138,He,0.6,-5.3
SDSSJ1158+0454,He,0.6,-5.62
SDSSJ1158+1845,He,0.6,-5.36
SDSSJ1158+4712,He,0.6,-5.25
SDSSJ1158+5448,He,0.6,-5.4
SDSSJ1158+5942,He,0.6,-5.43
SDSSJ1205+3536,He,0.6,-5.46
SDSSJ1211+2326,He,0.6,-5.4
SDSSJ1217+1157,He,0.6,-5.35
SDSSJ1218+0023,He,0.6,-5.32
SDSSJ1220+0929,He,0.6,-5.39
SDSSJ1224+2838,He,0.6,-5.38
SDSSJ1229+0743,He,0.6,-5.53
SDSSJ1230+3143,He,0.6,-5.31
SDSSJ1234+5208,He,0.6,-5.37
SDSSJ1238+2149,He,0.6,-5.51
SDSSJ1245+0822,He,0.6,-5.5
SDSSJ1254+3551,He,0.6,-5.31
SDSSJ1257+3238,He,0.6,-5.56
