3715352.291,1348962.883,1513561.248,1621810.097,1479108.388,1412537.545,4168693.835,4168693.835,3715352.291,4585563.219,4585563.219,4585563.219
2884031.503,1023292.992,1122018.454,1230268.771,1122018.454,1071519.305,3235936.569,3235936.569,2884031.503,3559530.226,3559530.226,3559530.226
3981071.706,1445439.771,1584893.192,1778279.41,1621810.097,1548816.619,4466835.922,4466835.922,3981071.706,4913519.514,4913519.514,4913519.514
3388441.561,1288249.552,1412537.545,1548816.619,1445439.771,1348962.883,3801893.963,3801893.963,3388441.561,4182083.359,4182083.359,4182083.359
3388441.561,1174897.555,1445439.771,1412537.545,1288249.552,1230268.771,3801893.963,3801893.963,3388441.561,4182083.359,4182083.359,4182083.359
3801893.963,1318256.739,1778279.41,1548816.619,1445439.771,1380384.265,4265795.188,4265795.188,3801893.963,4692374.707,4692374.707,4692374.707
4570881.896,1513561.248,2454708.916,1819700.859,1698243.652,1584893.192,5128613.84,5128613.84,4570881.896,5641475.224,5641475.224,5641475.224
3090295.433,1230268.771,1288249.552,1479108.388,1380384.265,1288249.552,3467368.505,3467368.505,3090295.433,3814105.356,3814105.356,3814105.356
2454708.916,933254.3008,1023292.992,1148153.621,1047128.548,1000000,2691534.804,2691534.804,2454708.916,2960688.284,2960688.284,2960688.284
3235936.569,1096478.196,1348962.883,1318256.739,1202264.435,1148153.621,3630780.548,3630780.548,3235936.569,3993858.603,3993858.603,3993858.603
3388441.561,1202264.435,1318256.739,1445439.771,1318256.739,1258925.412,3801893.963,3801893.963,3388441.561,4182083.359,4182083.359,4182083.359
3981071.706,1288249.552,2137962.09,1548816.619,1412537.545,1348962.883,4466835.922,4466835.922,3981071.706,4913519.514,4913519.514,4913519.514
3090295.433,1096478.196,1230268.771,1318256.739,1230268.771,1148153.621,3467368.505,3467368.505,3090295.433,3814105.356,3814105.356,3814105.356
3090295.433,1122018.454,1230268.771,1348962.883,1258925.412,1202264.435,3467368.505,3467368.505,3090295.433,3814105.356,3814105.356,3814105.356
3311311.215,1174897.555,1288249.552,1412537.545,1318256.739,1230268.771,3715352.291,3715352.291,3311311.215,4086887.52,4086887.52,4086887.52
3801893.963,1380384.265,1513561.248,1659586.907,1548816.619,1479108.388,4265795.188,4265795.188,3801893.963,4692374.707,4692374.707,4692374.707
4466835.922,1479108.388,2754228.703,1659586.907,1548816.619,1479108.388,5011872.336,5011872.336,4466835.922,5513059.57,5513059.57,5513059.57
3981071.706,1318256.739,1995262.315,1584893.192,1445439.771,1380384.265,4466835.922,4466835.922,3981071.706,4913519.514,4913519.514,4913519.514
3388441.561,1230268.771,1348962.883,1513561.248,1380384.265,1318256.739,3715352.291,3715352.291,3388441.561,4086887.52,4086887.52,4086887.52
3162277.66,1174897.555,1288249.552,1412537.545,1318256.739,1230268.771,3548133.892,3548133.892,3162277.66,3902947.281,3902947.281,3902947.281
3388441.561,1288249.552,1380384.265,1548816.619,1445439.771,1348962.883,3801893.963,3801893.963,3388441.561,4182083.359,4182083.359,4182083.359
3801893.963,1412537.545,1548816.619,1698243.652,1548816.619,1479108.388,4265795.188,4265795.188,3801893.963,4692374.707,4692374.707,4692374.707
2290867.653,870963.59,933254.3008,1047128.548,977237.221,933254.3008,2570395.783,2570395.783,2290867.653,2827435.361,2827435.361,2827435.361
4073802.778,1380384.265,2089296.131,1621810.097,1513561.248,1445439.771,4570881.896,4570881.896,4073802.778,5027970.086,5027970.086,5027970.086
3467368.505,1230268.771,1348962.883,1479108.388,1348962.883,1288249.552,3890451.45,3890451.45,3467368.505,4279496.595,4279496.595,4279496.595
2691534.804,954992.586,1047128.548,1148153.621,1047128.548,1000000,3019951.72,3019951.72,2691534.804,3321946.892,3321946.892,3321946.892
3388441.561,1288249.552,1380384.265,1548816.619,1445439.771,1348962.883,3801893.963,3801893.963,3388441.561,4182083.359,4182083.359,4182083.359
3801893.963,1445439.771,1548816.619,1778279.41,1621810.097,1548816.619,4168693.835,4168693.835,3801893.963,4585563.219,4585563.219,4585563.219
3630780.548,1348962.883,1479108.388,1621810.097,1513561.248,1445439.771,3981071.706,3981071.706,3630780.548,4379178.877,4379178.877,4379178.877
3548133.892,1288249.552,1412537.545,1548816.619,1412537.545,1348962.883,3890451.45,3890451.45,3548133.892,4279496.595,4279496.595,4279496.595
3467368.505,1230268.771,1348962.883,1479108.388,1380384.265,1318256.739,3890451.45,3890451.45,3467368.505,4279496.595,4279496.595,4279496.595
2344228.815,794328.2347,891250.9381,954992.586,891250.9381,831763.7711,2630267.992,2630267.992,2344228.815,2893294.791,2893294.791,2893294.791
3630780.548,1174897.555,1949844.6,1380384.265,1288249.552,1230268.771,4168693.835,4168693.835,3630780.548,4585563.219,4585563.219,4585563.219
3890451.45,1288249.552,2041737.945,1548816.619,1412537.545,1348962.883,4466835.922,4466835.922,3890451.45,4913519.514,4913519.514,4913519.514
2187761.624,741310.2413,831763.7711,891250.9381,831763.7711,776247.1166,2454708.916,2454708.916,2187761.624,2700179.808,2700179.808,2700179.808
3388441.561,1202264.435,1318256.739,1445439.771,1348962.883,1288249.552,3715352.291,3715352.291,3388441.561,4086887.52,4086887.52,4086887.52
3235936.569,1288249.552,1380384.265,1584893.192,1445439.771,1380384.265,3630780.548,3630780.548,3235936.569,3993858.603,3993858.603,3993858.603
4677351.413,1698243.652,3548133.892,1698243.652,1548816.619,1513561.248,5370317.964,5370317.964,4677351.413,5907349.76,5907349.76,5907349.76
2691534.804,912010.8394,1023292.992,1096478.196,1023292.992,977237.221,3019951.72,3019951.72,2691534.804,3321946.892,3321946.892,3321946.892
4570881.896,1548816.619,2398832.919,1862087.137,1737800.829,1621810.097,5128613.84,5128613.84,4570881.896,5641475.224,5641475.224,5641475.224
2754228.703,1071519.305,1148153.621,1288249.552,1202264.435,1122018.454,3090295.433,3090295.433,2754228.703,3399324.976,3399324.976,3399324.976
