T:,5000,6000,7000,8000,9000,10000,11000,12000,13000,14000,15000,16000,17000,18000,19000,20000,21000,22000,23000,24000,25000,26000,27000,28000,29000,30000
qcvz:,-7.154,-7.661,-9.113,-9.66,-10.075,-10.608,-11.409,-12.84,-15.113,-16.803,-16.988,-17.142,-17.307,-17.326,-17.28,-17.235,-17.171,-17.129,-17.088,-17.048,-17.03,-16.991,-16.953,-16.937,-16.9,-16.885
2,5.148,4.382,3.305,2.856,2.558,2.209,1.689,0.726,-1.094,-3.149,-3.668,-4.101,-4.589,-4.289,-3.755,-3.34,-2.971,-2.764,-2.623,-2.529,-2.487,-2.438,-2.403,-2.391,-2.368,-2.362
3,5.057,4.304,3.113,2.701,2.417,2.062,1.507,0.454,-1.364,-2.413,-2.549,-2.662,-2.785,-2.802,-2.776,-2.753,-2.717,-2.698,-2.68,-2.663,-2.66,-2.644,-2.628,-2.627,-2.612,-2.611
4,4.762,4.156,3.074,2.665,2.372,2.001,1.429,0.468,-1.036,-2.159,-2.327,-2.466,-2.62,-2.596,-2.514,-2.453,-2.39,-2.355,-2.327,-2.303,-2.296,-2.277,-2.259,-2.256,-2.24,-2.237
5,4.845,4.145,3.119,2.715,2.414,2.051,1.527,0.6,-0.964,-2.481,-2.67,-2.812,-2.956,-2.954,-2.877,-2.786,-2.659,-2.57,-2.496,-2.44,-2.414,-2.378,-2.347,-2.334,-2.305,-2.289
6,4.917,4.219,3.195,2.774,2.476,2.123,1.601,0.644,-1.07,-2.643,-2.791,-2.91,-3.037,-3.05,-3.013,-2.973,-2.908,-2.85,-2.781,-2.706,-2.655,-2.582,-2.518,-2.485,-2.439,-2.418
7,4.937,4.251,3.194,2.767,2.472,2.12,1.585,0.551,-1.224,-2.732,-2.875,-2.992,-3.119,-3.132,-3.098,-3.069,-3.021,-2.983,-2.936,-2.875,-2.828,-2.747,-2.666,-2.618,-2.553,-2.521
8,4.947,4.273,3.147,2.678,2.384,2.032,1.469,0.434,-1.283,-2.815,-2.96,-3.08,-3.211,-3.217,-3.177,-3.146,-3.102,-3.075,-3.044,-3.008,-2.981,-2.921,-2.845,-2.79,-2.704,-2.654
9,4.925,4.251,3.013,2.579,2.292,1.941,1.4,0.387,-1.439,-2.924,-3.086,-3.224,-3.381,-3.36,-3.291,-3.245,-3.193,-3.165,-3.139,-3.115,-3.105,-3.074,-3.038,-3.013,-2.956,-2.915
