3.880925299999999911e-01 3.537642236245600036e-01
3.636125666666666367e-01 3.514362506287799781e-01
3.232736659999999596e-01 3.378858634200900268e-01
2.605184343333333263e-01 3.768775704435199936e-01
1.463263676666666513e-01 3.532968029524499731e-01
1.451993866666666522e-01 3.217284582503600054e-01
1.340628566666666466e-01 3.565107105614500060e-01
6.735414966666665448e-02 3.480983290687399978e-01
6.650585700000000156e-02 3.483549979546500253e-01
5.527608033333333143e-02 3.619042851480600009e-01
4.054334933333333252e-02 3.335309666883499724e-01
3.402018500000000140e-02 3.515793773178499948e-01
1.901926786666666494e-02 3.434745357978900016e-01
1.577893059999999764e-02 3.548758267583200232e-01
1.380615999999999961e-02 3.125686597583199888e-01
5.704959799999999304e-03 3.726868891777699866e-01
5.695816600000000451e-03 3.261526120980999810e-01
5.567878733333332490e-03 3.389516299632299723e-01
5.444988300000000100e-03 3.697668104986899795e-01
5.211126833333332847e-03 3.255782561356400095e-01
5.112670933333333077e-03 3.434270312099200195e-01
5.060403800000000049e-03 3.348077897183899809e-01
4.366669166666666685e-03 3.445692829564799831e-01
4.279970699999999934e-03 2.769869326739100024e-01
3.894743333333333148e-03 3.540811276823400133e-01
3.822360500000000078e-03 3.828378298357000276e-01
3.728401066666666656e-03 3.737188452573099728e-01
3.724830266666666768e-03 3.836934024177899860e-01
3.470721166666666541e-03 4.203734715470299754e-01
3.343173200000000133e-03 5.316077887857300066e-01
3.321480980000000340e-03 3.388849689672500110e-01
3.282145029999999648e-03 2.921856724263400262e-01
3.215626763333333249e-03 3.367049153600800149e-01
3.210520073333333023e-03 3.029024607174800043e-01
3.206765949999999549e-03 3.723604142710200127e-01
3.153028113333333163e-03 3.547544570128700059e-01
3.048767063333333339e-03 4.254743979453600167e-01
2.613843130000000157e-03 2.544546175721900116e-01
2.558455276666666417e-03 3.035417182425200200e-01
2.545634776666666488e-03 3.611089460044000221e-01
2.350111076666666719e-03 2.627569614989599955e-01
2.173977663333333255e-03 3.485999080120900095e-01
2.167622626666666601e-03 3.648537490071599998e-01
2.158776476666666479e-03 3.267289577243699950e-01
2.155988606666666731e-03 3.195365096428199880e-01
2.060895283333333012e-03 3.484346421344299838e-01
2.027337973333333352e-03 3.885728711934199886e-01
2.001167810000000109e-03 3.772612981097799856e-01
1.995234303333333088e-03 3.231837783972200118e-01
1.939300309999999767e-03 3.640342111226599897e-01
1.930354893333333316e-03 3.337979406193800069e-01
1.929420166666666629e-03 2.698790603060700066e-01
1.823834393333333224e-03 3.875308592791000262e-01
1.817709716666666584e-03 2.933872785305899900e-01
1.772167743333333094e-03 3.552579737195999954e-01
