T:,11000,12000,13000,14000,15000,16000,17000,18000,19000,20000
qcvz:,-12.211,-13.165,-13.636,-14.066,-14.49,-14.991,-15.721,-16.304,-16.28,-16.236
2,1.26,0.88,0.507,0.127,-0.281,-0.743,-1.225,-2.107,-1.915,-1.749
3,0.985,0.466,0.034,-0.341,-0.672,-1.025,-1.444,-1.822,-1.815,-1.796
4,1.262,0.603,0.283,-0.014,-0.309,-0.658,-1.086,-1.495,-1.473,-1.443
5,1.311,0.77,0.452,0.154,-0.15,-0.546,-1.174,-1.773,-1.701,-1.617
6,1.207,0.799,0.45,0.122,-0.21,-0.668,-1.352,-2.016,-1.975,-1.902
7,1.055,0.657,0.275,-0.075,-0.426,-0.843,-1.493,-2.127,-2.105,-2.057
8,1.022,0.558,0.206,-0.136,-0.494,-0.911,-1.661,-2.206,-2.193,-2.163
9,0.844,0.49,0.128,-0.232,-0.607,-1.048,-1.853,-2.297,-2.282,-2.255
10,0.825,0.36,-0.012,-0.352,-0.683,-1.1,-1.91,-2.352,-2.326,-2.293
11,0.807,0.31,-0.068,-0.413,-0.742,-1.174,-1.973,-2.359,-2.352,-2.333
12,0.855,0.308,-0.082,-0.429,-0.744,-1.091,-1.512,-1.895,-1.885,-1.863
13,1.002,0.379,0.062,-0.232,-0.524,-0.871,-1.408,-1.938,-1.916,-1.875
14,1.046,0.524,0.204,-0.099,-0.415,-0.831,-1.469,-1.997,-1.971,-1.932
15,0.942,0.544,0.202,-0.121,-0.455,-0.907,-1.577,-2.062,-2.03,-1.989
16,0.917,0.506,0.136,-0.207,-0.546,-0.951,-1.607,-2.132,-2.082,-2.027
17,0.896,0.425,0.082,-0.245,-0.583,-0.997,-1.713,-2.392,-2.324,-2.229
18,0.75,0.389,0.036,-0.307,-0.674,-1.149,-1.797,-2.517,-2.458,-2.36
19,0.78,0.334,-0.037,-0.375,-0.709,-1.149,-1.8,-2.546,-2.502,-2.413
20,0.811,0.322,-0.038,-0.375,-0.71,-1.153,-1.727,-2.106,-2.098,-2.077
21,0.747,0.295,-0.069,-0.412,-0.738,-1.096,-1.639,-2.142,-2.124,-2.085
22,0.779,0.267,-0.068,-0.381,-0.701,-1.092,-1.632,-2.169,-2.148,-2.104
23,0.783,0.279,-0.052,-0.363,-0.686,-1.1,-1.675,-2.202,-2.185,-2.146
24,0.783,0.292,-0.049,-0.367,-0.696,-1.113,-1.7,-2.212,-2.198,-2.164
25,0.776,0.273,-0.071,-0.391,-0.722,-1.139,-1.707,-2.249,-2.231,-2.194
26,0.78,0.278,-0.063,-0.378,-0.702,-1.136,-1.745,-2.277,-2.254,-2.214
27,0.679,0.231,-0.147,-0.49,-0.822,-1.205,-1.83,-2.281,-2.268,-2.242
28,0.699,0.202,-0.137,-0.462,-0.799,-1.2,-1.84,-2.281,-2.268,-2.243
29,0.683,0.187,-0.155,-0.479,-0.817,-1.23,-1.882,-2.312,-2.3,-2.276
