T:,7000,8000,9000,10000,11000,12000,13000,14000,15000,16000,17000,18000,19000,20000,21000,22000,23000,24000,25000,26000,27000,28000,29000,30000
qcvz:,-5.528,-5.428,-5.313,-5.247,-5.228,-5.256,-5.324,-5.5,-5.756,-6.062,-6.416,-6.902,-7.554,-8.475,-9.751,-11.252,-11.46,-11.655,-11.854,-12.077,-12.321,-12.609,-12.942,-13.427
1,5.923,5.906,5.93,5.929,5.903,5.85,5.769,5.621,5.421,5.197,4.939,4.567,4.104,3.492,2.661,1.647,1.497,1.359,1.215,1.053,0.875,0.671,0.439,0.126
3,6.493,6.487,6.518,6.523,6.502,6.454,6.379,6.235,6.04,5.818,5.566,5.205,4.74,4.13,3.314,2.313,2.166,2.031,1.889,1.731,1.556,1.35,1.108,0.713
4,6.469,6.462,6.492,6.497,6.476,6.428,6.352,6.209,6.012,5.782,5.511,5.137,4.689,4.087,3.259,2.206,2.056,1.914,1.768,1.604,1.423,1.207,0.945,0.518
5,6.362,6.412,6.476,6.49,6.471,6.421,6.343,6.187,5.969,5.727,5.462,5.106,4.664,4.055,3.202,2.126,1.976,1.835,1.692,1.531,1.357,1.157,0.93,0.621
6,6.277,6.317,6.393,6.426,6.42,6.376,6.302,6.148,5.94,5.711,5.46,5.109,4.663,4.044,3.184,2.176,2.032,1.899,1.76,1.604,1.433,1.235,1.01,0.7
7,6.289,6.295,6.339,6.358,6.35,6.311,6.243,6.101,5.906,5.686,5.438,5.087,4.638,4.014,3.184,2.195,2.051,1.918,1.779,1.623,1.452,1.254,1.028,0.707
8,6.307,6.309,6.347,6.359,6.344,6.301,6.231,6.091,5.899,5.679,5.431,5.078,4.624,4.009,3.192,2.199,2.055,1.921,1.782,1.625,1.452,1.25,1.015,0.663
9,6.284,6.288,6.325,6.336,6.321,6.276,6.205,6.065,5.873,5.654,5.405,5.051,4.597,3.988,3.172,2.166,2.021,1.884,1.743,1.583,1.406,1.194,0.939,0.538
10,6.324,6.324,6.36,6.369,6.351,6.305,6.232,6.091,5.897,5.677,5.426,5.064,4.61,4.002,3.179,2.13,1.98,1.836,1.69,1.524,1.343,1.13,0.887,0.522
11,6.308,6.309,6.345,6.354,6.337,6.291,6.219,6.077,5.884,5.662,5.405,5.04,4.584,3.976,3.132,2.061,1.915,1.778,1.637,1.477,1.301,1.091,0.846,0.449
12,6.334,6.334,6.368,6.376,6.357,6.311,6.237,6.095,5.899,5.671,5.408,5.03,4.57,3.956,3.093,2.051,1.904,1.764,1.62,1.457,1.274,1.051,0.785,0.4
13,6.304,6.319,6.357,6.365,6.347,6.301,6.227,6.083,5.881,5.647,5.369,4.982,4.527,3.91,3.062,1.986,1.836,1.693,1.548,1.386,1.207,0.996,0.747,0.368
