Name,Type,Mass,error Mass (not used),Teff,error Teff (not used),log(g),error log(g) (not used),log(q),log(Al/Hx),error log(Al/Hx),log(Ti/Hx),error log(Ti/Hx),log(Ca/Hx),error log(Ca/Hx),log(Ni/Hx),error log(Ni/Hx),log(Fe/Hx),error log(Fe/Hx),log(Cr/Hx),error log(Cr/Hx),log(Mg/Hx),error log(Mg/Hx),log(Si/Hx),error log(Si/Hx),log(Na/Hx),error log(Na/Hx),log(O/Hx),error log(O/Hx),log(C/Hx),error log(C/Hx),log(N/Hx),error log(N/Hx),t_Al,t_Ti,t_Ca,t_Ni,t_Fe,t_Cr,t_Mg,t_Si,t_Na,t_O,t_C,t_N
IdealLPMMixFcf0p02err0p1,H,0.6,,20000,,8,,0,-6.816789713,0.1,-8.594028467,0.1,-7.141197292,0.1,-8.418072028,0.1,-6.960932574,0.1,-8.135847474,0.1,-5.745471234,0.1,-5.86721739,0.1,-8.130490115,0.1,-5.593935598,0.1,-8.783972866,0.1,-9.522691814,0.1,0,0,0,0,0,0,0,0,0,0,0,0
IdealLPMMixFcf0p0err0p2,H,0.6,,20000,,8,,0,-6.811096045,0.2,-8.588334799,0.2,-7.135503624,0.2,-10.48436911,0.2,-7.423741313,0.2,-8.165952001,0.2,-5.739777566,0.2,-5.861678903,0.2,-8.124796446,0.2,-5.588277762,0.2,-12.30009586,0.2,-9.516998146,0.2,0,0,0,0,0,0,0,0,0,0,0,0
IdealLPMMixFcf0p02err0p2,H,0.6,,20000,,8,,0,-6.816789713,0.2,-8.594028467,0.2,-7.141197292,0.2,-8.418072028,0.2,-6.960932574,0.2,-8.135847474,0.2,-5.745471234,0.2,-5.86721739,0.2,-8.130490115,0.2,-5.593935598,0.2,-8.783972866,0.2,-9.522691814,0.2,0,0,0,0,0,0,0,0,0,0,0,0
IdealLPMMixFcf0p0err0p4,H,0.6,,20000,,8,,0,-6.811096045,0.4,-8.588334799,0.4,-7.135503624,0.4,-10.48436911,0.4,-7.423741313,0.4,-8.165952001,0.4,-5.739777566,0.4,-5.861678903,0.4,-8.124796446,0.4,-5.588277762,0.4,-12.30009586,0.4,-9.516998146,0.4,0,0,0,0,0,0,0,0,0,0,0,0
IdealLPMMixFcf0p02err0p4,H,0.6,,20000,,8,,0,-6.816789713,0.4,-8.594028467,0.4,-7.141197292,0.4,-8.418072028,0.4,-6.960932574,0.4,-8.135847474,0.4,-5.745471234,0.4,-5.86721739,0.4,-8.130490115,0.4,-5.593935598,0.4,-8.783972866,0.4,-9.522691814,0.4,0,0,0,0,0,0,0,0,0,0,0,0
IdealHPCMixFcf0p75err0p05,H,0.6,,20000,,8,,0,-7.310138001,0.05,-9.087376755,0.05,-7.63454558,0.05,-6.776830404,0.05,-5.537627888,0.05,-7.634403355,0.05,-6.238819522,0.05,-6.161690007,0.05,-8.623838403,0.05,-5.822956226,0.05,-6.907198589,0.05,-10.0160401,0.05,0,0,0,0,0,0,0,0,0,0,0,0
IdealHPCMixFcf0p99err0p05,H,0.6,,20000,,8,,0,-8.66162683,0.05,-10.43886558,0.05,-8.986034409,0.05,-6.622228093,0.05,-5.387872741,0.05,-7.527340949,0.05,-7.590308351,0.05,-6.393576434,0.05,-9.975327232,0.05,-5.965836326,0.05,-6.74029642,0.05,-11.36752893,0.05,0,0,0,0,0,0,0,0,0,0,0,0
IdealHPCMixFcf0p75err0p1,H,0.6,,20000,,8,,0,-7.310138001,0.1,-9.087376755,0.1,-7.63454558,0.1,-6.776830404,0.1,-5.537627888,0.1,-7.634403355,0.1,-6.238819522,0.1,-6.161690007,0.1,-8.623838403,0.1,-5.822956226,0.1,-6.907198589,0.1,-10.0160401,0.1,0,0,0,0,0,0,0,0,0,0,0,0
IdealHPCMixFcf0p99err0p1,H,0.6,,20000,,8,,0,-8.66162683,0.1,-10.43886558,0.1,-8.986034409,0.1,-6.622228093,0.1,-5.387872741,0.1,-7.527340949,0.1,-7.590308351,0.1,-6.393576434,0.1,-9.975327232,0.1,-5.965836326,0.1,-6.74029642,0.1,-11.36752893,0.1,0,0,0,0,0,0,0,0,0,0,0,0
IdealHPCMixFcf0p75err0p2,H,0.6,,20000,,8,,0,-7.310138001,0.2,-9.087376755,0.2,-7.63454558,0.2,-6.776830404,0.2,-5.537627888,0.2,-7.634403355,0.2,-6.238819522,0.2,-6.161690007,0.2,-8.623838403,0.2,-5.822956226,0.2,-6.907198589,0.2,-10.0160401,0.2,0,0,0,0,0,0,0,0,0,0,0,0
IdealHPCMixFcf0p99err0p2,H,0.6,,20000,,8,,0,-8.66162683,0.2,-10.43886558,0.2,-8.986034409,0.2,-6.622228093,0.2,-5.387872741,0.2,-7.527340949,0.2,-7.590308351,0.2,-6.393576434,0.2,-9.975327232,0.2,-5.965836326,0.2,-6.74029642,0.2,-11.36752893,0.2,0,0,0,0,0,0,0,0,0,0,0,0
IdealHPCMixFcf0p75err0p4,H,0.6,,20000,,8,,0,-7.310138001,0.4,-9.087376755,0.4,-7.63454558,0.4,-6.776830404,0.4,-5.537627888,0.4,-7.634403355,0.4,-6.238819522,0.4,-6.161690007,0.4,-8.623838403,0.4,-5.822956226,0.4,-6.907198589,0.4,-10.0160401,0.4,0,0,0,0,0,0,0,0,0,0,0,0
IdealHPCMixFcf0p99err0p4,H,0.6,,20000,,8,,0,-8.66162683,0.4,-10.43886558,0.4,-8.986034409,0.4,-6.622228093,0.4,-5.387872741,0.4,-7.527340949,0.4,-7.590308351,0.4,-6.393576434,0.4,-9.975327232,0.4,-5.965836326,0.4,-6.74029642,0.4,-11.36752893,0.4,0,0,0,0,0,0,0,0,0,0,0,0
IdealLPCMixFcf0p75err0p05,H,0.6,,20000,,8,,0,-7.306277237,0.05,-9.083515991,0.05,-7.630684816,0.05,-6.461248086,0.05,-5.462772682,0.05,-7.983874361,0.05,-6.234958758,0.05,-6.35522386,0.05,-8.619977639,0.05,-5.997571117,0.05,-6.817390729,0.05,-10.01217934,0.05,0,0,0,0,0,0,0,0,0,0,0,0
IdealLPCMixFcf0p99err0p05,H,0.6,,20000,,8,,0,-8.652761029,0.05,-10.42999978,0.05,-8.977168608,0.05,-6.28949104,0.05,-5.305718507,0.05,-7.995343623,0.05,-7.58144255,0.05,-7.694668371,0.05,-9.966461431,0.05,-6.504516657,0.05,-6.645420366,0.05,-11.35866313,0.05,0,0,0,0,0,0,0,0,0,0,0,0
IdealLPCMixFcf0p75err0p1,H,0.6,,20000,,8,,0,-7.306277237,0.1,-9.083515991,0.1,-7.630684816,0.1,-6.461248086,0.1,-5.462772682,0.1,-7.983874361,0.1,-6.234958758,0.1,-6.35522386,0.1,-8.619977639,0.1,-5.997571117,0.1,-6.817390729,0.1,-10.01217934,0.1,0,0,0,0,0,0,0,0,0,0,0,0
IdealLPCMixFcf0p99err0p1,H,0.6,,20000,,8,,0,-8.652761029,0.1,-10.42999978,0.1,-8.977168608,0.1,-6.28949104,0.1,-5.305718507,0.1,-7.995343623,0.1,-7.58144255,0.1,-7.694668371,0.1,-9.966461431,0.1,-6.504516657,0.1,-6.645420366,0.1,-11.35866313,0.1,0,0,0,0,0,0,0,0,0,0,0,0
IdealLPCMixFcf0p75err0p2,H,0.6,,20000,,8,,0,-7.306277237,0.2,-9.083515991,0.2,-7.630684816,0.2,-6.461248086,0.2,-5.462772682,0.2,-7.983874361,0.2,-6.234958758,0.2,-6.35522386,0.2,-8.619977639,0.2,-5.997571117,0.2,-6.817390729,0.2,-10.01217934,0.2,0,0,0,0,0,0,0,0,0,0,0,0
IdealLPCMixFcf0p99err0p2,H,0.6,,20000,,8,,0,-8.652761029,0.2,-10.42999978,0.2,-8.977168608,0.2,-6.28949104,0.2,-5.305718507,0.2,-7.995343623,0.2,-7.58144255,0.2,-7.694668371,0.2,-9.966461431,0.2,-6.504516657,0.2,-6.645420366,0.2,-11.35866313,0.2,0,0,0,0,0,0,0,0,0,0,0,0
IdealLPCMixFcf0p75err0p4,H,0.6,,20000,,8,,0,-7.306277237,0.4,-9.083515991,0.4,-7.630684816,0.4,-6.461248086,0.4,-5.462772682,0.4,-7.983874361,0.4,-6.234958758,0.4,-6.35522386,0.4,-8.619977639,0.4,-5.997571117,0.4,-6.817390729,0.4,-10.01217934,0.4,0,0,0,0,0,0,0,0,0,0,0,0
IdealLPCMixFcf0p99err0p4,H,0.6,,20000,,8,,0,-8.652761029,0.4,-10.42999978,0.4,-8.977168608,0.4,-6.28949104,0.4,-5.305718507,0.4,-7.995343623,0.4,-7.58144255,0.4,-7.694668371,0.4,-9.966461431,0.4,-6.504516657,0.4,-6.645420366,0.4,-11.35866313,0.4,0,0,0,0,0,0,0,0,0,0,0,0
GaiaJ0644-op-S_Ni7p752,He,0.6,,18350,,8.18,,0,-6.76,0.11,-8.35,0.11,-6.7,0.1,<-7.752,,-6.51,0.1,-7.8,0.1,-5.73,0.1,-5.97,0.1,<-5.65,,-5.17,0.13,,,,,0,0,0,0,0,0,0,0,0,0,0,0
GaiaJ0644-op-S_Ni7p952,He,0.6,,18350,,8.18,,0,-6.76,0.11,-8.35,0.11,-6.7,0.1,<-7.952,,-6.51,0.1,-7.8,0.1,-5.73,0.1,-5.97,0.1,<-5.65,,-5.17,0.13,,,,,0,0,0,0,0,0,0,0,0,0,0,0
GaiaJ2100-op-S_NoAl,H,0.6,,25570,,8.1,,0,,,<-6.69,,-6.21,0.11,<-5.11,,-4.96,0.14,<-5.78,,-5.08,0.1,-5.12,0.1,<-5.18,,<-4.1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
WD1622-op-S_NoAl,He,0.6,,23430,,7.8,,0,,,<-6.77,,-5.85,0.1,<-5.1,,<-5.23,,<-5.74,,-4.91,0.1,-5.2,0.1,<-4.67,,<-4.46,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
WD1622-op-S_NoO,He,0.6,,23430,,7.8,,0,<-5.9,,<-6.77,,-5.85,0.1,<-5.1,,<-5.23,,<-5.74,,-4.91,0.1,-5.2,0.1,<-4.67,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
WD1622-op-S_NoAlO,He,0.6,,23430,,7.8,,0,,,<-6.77,,-5.85,0.1,<-5.1,,<-5.23,,<-5.74,,-4.91,0.1,-5.2,0.1,<-4.67,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
GaiaJ0644-op-P_Ni8p21,He,0.6,,17000,,7.98,,0,-7.05,0.11,-9.13,0.1,-7.41,0.1,<-8.21,,-7.15,0.1,-8.56,0.1,-6.33,0.1,-6.26,0.1,<-5.65,,-5.6,0.13,,,,,0,0,0,0,0,0,0,0,0,0,0,0
GaiaJ0644-op-P_Ni8p41,He,0.6,,17000,,7.98,,0,-7.05,0.11,-9.13,0.1,-7.41,0.1,<-8.41,,-7.15,0.1,-8.56,0.1,-6.33,0.1,-6.26,0.1,<-5.65,,-5.6,0.13,,,,,0,0,0,0,0,0,0,0,0,0,0,0
GaiaJ0644-op-P_Ni8p61,He,0.6,,17000,,7.98,,0,-7.05,0.11,-9.13,0.1,-7.41,0.1,<-8.61,,-7.15,0.1,-8.56,0.1,-6.33,0.1,-6.26,0.1,<-5.65,,-5.6,0.13,,,,,0,0,0,0,0,0,0,0,0,0,0,0
GaiaJ2100-op-S_NoO,H,0.6,,25570,,8.1,,0,<-5.8,,<-6.69,,-6.21,0.11,<-5.11,,-4.96,0.14,<-5.78,,-5.08,0.1,-5.12,0.1,<-5.18,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
SDSSJ0848+0028,He,0.52,,11700,,7.89,,0,<-7,,-9.2,0.2,-7.6,0.3,<-7.4,,-6.1,0.2,-8.1,0.3,-5.9,0.2,-5.8,0.3,<-5.7,,<-5,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
SDSSJ0939+5550,He,0.62,,9020,,8.07,,0,<-7,,-9.8,0.2,-8.2,0.2,-8.4,0.2,-7.2,0.2,-9,0.2,-7,0.2,<-6.4,,<-8,,<-5,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
SDSSJ0956+5912Swan,He,0.66,,8720,,8.13,,0,-6.6,0.3,-8.9,0.2,-7,0.2,-7.9,0.2,-6.4,0.2,-8.2,0.3,-5.2,0.1,-5.5,0.3,-6.5,0.2,<-4.2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
SDSSJ1227+6330,He,0.62,,7420,,8.07,,0,<-7,,-9.7,0.3,-8.7,0.2,-8.9,0.2,-7.5,0.2,<-9,,-7.3,0.2,<-7.1,,-8.3,0.2,<-4,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
SDSSJ1313+5738,He,0.57,,8800,,7.99,,0,<-8,,-11,0.2,-9.3,0.2,<-8.8,,-8.1,0.3,-9.8,0.3,-7.9,0.2,<-7,,<-8,,<-5,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
SDSSJ1618+4452,He,0.54,,9870,,7.94,,0,<-7,,-8.9,0.2,-7.8,0.2,-7.5,0.3,-6.4,0.3,-8,0.2,-6.3,0.2,<-6.4,,-7.1,0.3,<-5,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
SDSSJ2050-0110,He,0.86,,10200,,8.44,,0,<-6.5,,-9,0.4,-7.3,0.2,<-7.5,,-6.5,0.3,-8.1,0.4,-6.2,0.2,-5.4,0.2,<-7,,<-5,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
2MASSJ0916−4215,H,0.66,,5250,,8.13,,0,-7.1,0.3,-8.3,0.3,-6.7,0.3,<-8.3,,-7,0.3,-8.5,0.3,-6.8,0.3,<-7.1,,-6.1,0.3,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
WDJ1927-0355,He,0.674,,6540,,7.99,,0,<-8.6,,-10.7,0.1,-9.1,0.11,-9.3,0.2,-8,0.1,-10.2,0.2,-7,0.15,<-7.6,,<-9.4,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
WDJ2141-3300,He,0.715,,6870,,7.96,,0,-8.5,0.3,-10,0.1,-8.9,0.1,-9.2,0.2,-8.2,0.1,-10,0.2,-7.5,0.15,-7.2,0.2,-9.2,0.2,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
WDJ0820+2530V2,He,0.619,,11900,,8.06,,0,<-5.9,,-8.6,0.2,-6.8,0.1,<-5.7,,-6.6,0.2,<-6.5,,-6.3,0.14,-6.2,0.2,<-6.3,,<-5,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
HumanFleshSteadyState,H,0.6,,20000,,8,,0,-11.44087933,0.05,,,-7.45954791,0.05,-12.80487933,0.05,-10.11789579,0.05,-13.95658058,0.05,-8.732872551,0.05,-8.891542597,0.05,-8.486768867,0.05,-5.512759349,0.05,-5.556789345,0.05,-6.763577906,0.05,0,0,0,0,0,0,0,0,0,0,0,0
