T:,7000,8000,9000,10000,11000,12000,13000,14000,15000,16000,17000,18000,19000,20000,21000,22000,23000,24000,25000,26000,27000,28000,29000,30000
qcvz:,-4.99,-4.891,-4.777,-4.712,-4.714,-4.742,-4.811,-4.986,-5.242,-5.546,-5.9,-6.384,-7.057,-7.956,-9.253,-10.753,-10.961,-11.156,-11.355,-11.578,-11.822,-12.11,-12.443,-12.906
1,6.331,6.296,6.314,6.306,6.258,6.199,6.118,5.965,5.761,5.53,5.273,4.931,4.417,3.817,2.977,1.972,1.825,1.686,1.543,1.384,1.21,1.004,0.769,0.448
3,7.05,7.026,7.052,7.04,6.989,6.93,6.849,6.697,6.494,6.264,6.011,5.682,5.21,4.595,3.757,2.791,2.651,2.518,2.382,2.23,2.062,1.861,1.622,1.262
4,7.026,7.004,7.031,7.019,6.969,6.91,6.829,6.677,6.474,6.244,5.987,5.631,5.148,4.558,3.719,2.713,2.567,2.428,2.284,2.12,1.937,1.716,1.455,1.075
5,7.039,7.017,7.043,7.03,6.979,6.919,6.838,6.684,6.475,6.224,5.94,5.586,5.126,4.538,3.674,2.617,2.467,2.324,2.176,2.008,1.822,1.601,1.351,1.012
6,6.945,7.0,7.074,7.072,7.019,6.955,6.866,6.686,6.451,6.194,5.925,5.59,5.137,4.539,3.65,2.616,2.474,2.341,2.206,2.054,1.888,1.691,1.46,1.125
7,6.808,6.843,6.928,6.952,6.915,6.86,6.773,6.596,6.379,6.143,5.89,5.563,5.107,4.498,3.619,2.649,2.51,2.379,2.246,2.096,1.931,1.734,1.503,1.162
8,6.819,6.815,6.861,6.873,6.839,6.79,6.712,6.554,6.353,6.126,5.877,5.55,5.09,4.477,3.629,2.67,2.532,2.401,2.268,2.118,1.952,1.754,1.52,1.166
9,6.791,6.785,6.824,6.827,6.788,6.738,6.664,6.515,6.317,6.092,5.843,5.516,5.051,4.446,3.611,2.647,2.509,2.377,2.242,2.091,1.922,1.718,1.473,1.096
10,6.84,6.832,6.868,6.866,6.824,6.772,6.696,6.547,6.348,6.122,5.872,5.542,5.07,4.472,3.635,2.65,2.508,2.373,2.233,2.074,1.896,1.675,1.405,1.009
11,6.819,6.813,6.849,6.848,6.806,6.754,6.678,6.53,6.332,6.105,5.855,5.52,5.045,4.449,3.606,2.561,2.412,2.271,2.127,1.965,1.786,1.575,1.328,0.961
12,6.852,6.844,6.88,6.877,6.833,6.78,6.703,6.554,6.355,6.127,5.873,5.529,5.045,4.449,3.581,2.521,2.378,2.243,2.104,1.948,1.773,1.563,1.311,0.916
13,6.835,6.829,6.866,6.864,6.821,6.768,6.691,6.543,6.343,6.113,5.851,5.495,5.0,4.402,3.516,2.482,2.337,2.199,2.055,1.891,1.705,1.48,1.217,0.846
14,6.868,6.861,6.896,6.893,6.848,6.794,6.716,6.567,6.364,6.125,5.851,5.469,4.98,4.38,3.506,2.437,2.29,2.15,2.008,1.848,1.672,1.461,1.211,0.845
15,6.829,6.837,6.875,6.874,6.83,6.776,6.699,6.549,6.339,6.089,5.79,5.413,4.938,4.341,3.46,2.4,2.256,2.121,1.981,1.823,1.648,1.438,1.189,0.826
16,6.798,6.843,6.896,6.897,6.852,6.797,6.717,6.558,6.336,6.059,5.763,5.401,4.93,4.331,3.44,2.41,2.267,2.131,1.991,1.833,1.659,1.453,1.217,0.889
17,6.678,6.756,6.842,6.856,6.815,6.762,6.681,6.511,6.263,5.996,5.715,5.353,4.888,4.288,3.412,2.393,2.251,2.118,1.983,1.832,1.667,1.473,1.247,0.92
18,6.595,6.64,6.737,6.78,6.749,6.699,6.614,6.422,6.19,5.936,5.652,5.301,4.845,4.246,3.383,2.383,2.246,2.118,1.986,1.839,1.676,1.483,1.255,0.919
19,6.583,6.657,6.734,6.766,6.739,6.691,6.606,6.43,6.203,5.941,5.668,5.331,4.878,4.28,3.418,2.441,2.305,2.176,2.045,1.896,1.732,1.535,1.3,0.943
20,6.563,6.616,6.718,6.749,6.719,6.671,6.591,6.414,6.181,5.934,5.675,5.345,4.893,4.292,3.435,2.467,2.33,2.2,2.066,1.915,1.746,1.541,1.291,0.904
21,6.5,6.544,6.623,6.666,6.644,6.6,6.519,6.342,6.128,5.895,5.643,5.316,4.863,4.261,3.414,2.433,2.293,2.159,2.021,1.862,1.685,1.469,1.219,0.861
22,6.486,6.518,6.59,6.619,6.595,6.553,6.477,6.317,6.114,5.887,5.638,5.313,4.856,4.253,3.412,2.394,2.25,2.115,1.976,1.82,1.648,1.444,1.202,0.833
23,6.484,6.504,6.569,6.595,6.569,6.527,6.455,6.304,6.105,5.882,5.635,5.31,4.851,4.247,3.394,2.364,2.225,2.093,1.957,1.802,1.63,1.419,1.161,0.779
24,6.51,6.524,6.58,6.602,6.575,6.533,6.463,6.315,6.12,5.898,5.651,5.321,4.851,4.249,3.387,2.363,2.22,2.085,1.944,1.783,1.603,1.388,1.141,0.782
25,6.511,6.524,6.576,6.593,6.566,6.524,6.455,6.311,6.117,5.896,5.649,5.313,4.834,4.231,3.365,2.328,2.184,2.048,1.909,1.752,1.58,1.373,1.128,0.752
26,6.536,6.548,6.597,6.612,6.582,6.54,6.471,6.328,6.135,5.913,5.663,5.319,4.83,4.228,3.365,2.322,2.181,2.047,1.908,1.751,1.574,1.357,1.099,0.737
27,6.533,6.546,6.595,6.609,6.579,6.536,6.467,6.325,6.132,5.91,5.655,5.296,4.81,4.211,3.341,2.291,2.146,2.008,1.865,1.704,1.528,1.321,1.082,0.734
28,6.568,6.58,6.628,6.641,6.609,6.564,6.495,6.353,6.159,5.933,5.669,5.297,4.819,4.219,3.341,2.274,2.133,2.0,1.865,1.712,1.544,1.341,1.101,0.745
29,6.544,6.558,6.607,6.62,6.589,6.545,6.476,6.335,6.14,5.909,5.631,5.262,4.789,4.186,3.297,2.251,2.112,1.981,1.846,1.693,1.523,1.318,1.076,0.721
