wdid|request|name|wdname|gaiaedr3|icrsra|icrsdec|spectype|teff|Dteff|logg|Dlogg|mass|Dmass|logL|DlogL|age|Dage|loghhe|logche|logch|lognh|logohe|logoh|lognahe|lognah|logmghe|logmgh|logalhe|logalh|logsihe|logsih|logphe|logph|logshe|logsh|logclhe|logcahe|logcah|logsche|logsch|logtihe|logtih|logvhe|logcrhe|logcrh|logmnhe|logmnh|logfehe|logfeh|logcohe|lognihe|lognih|logcuhe|logznhe|loggahe|loggehe|logsrhe|parallax|Dparallax|Dpc|DDpc|variability|ismag|binarity|BD|hasdisk|pmra|pmdec|comp|allnames|velU|velV|velW|B|DB|Mv|V|DV|R|DR|I|DI|J|DJ|H|DH|K|DK|su|Dsu|sg|Dsg|sr|Dsr|si|Dsi|sz|Dsz|PS_g|DPS_g|PS_r|DPS_r|PS_i|DPS_i|PS_z|DPS_z|PS_y|DPS_y|G|DG|BP|RP|EBmV|nbUV|nbOpt
WD 0632+40||Gaia EDR3 957295438016687616|WD 0632+409|957295438016687616|06 36 29.87|40 54 24.63|DA|7887|46|8.446|0.008|0.881|0.008|-3.73||2.81||||||||||||||||||||||||||||||||||||||||||25.20829966|0.06316094|39.67|||||||-84.43975835|-219.8139183|H|WD 0632+40;WD 0632+409;USNO-B1.0 1309-00172816;G 107-9;NLTT 16718;2MASS J06362993+4054282;TIC 309511160;LSPM J0636+4054;PM J06364+4054;Gaia DR2 957295438016687616;Gaia EDR3 957295438016687616;J0636+4054;WDJ063629.99+405428.14;0632+409;06364+4054;J0636+4054||||16.1||14.27|||16.7||||16.077|0.205|15.762|0.197|15.759|0.197|16.8007|0.0057|||||||||16.8007|0.0057|16.7128|0.0033|16.7466|0.0053|16.8159|0.0059|16.8811|0.0047|16.673716|0.004221264|16.813772|16.422337|0.001|0|1
WD 0632-285||Gaia EDR3 2895487456076198656|WD 0632-285|2895487456076198656|06 34 37.97|-28 34 25.98|DC|3888|31|7.714|0.016|0.416|0.011|||6.86||||||||||||||||||||||||||||||||||||||||||34.66262354|0.09527538|28.85|||||||388.872525|-319.3093979|H|Gaia DR2 2895487456076198656;NLTT 16712;LHS 5118;LP 895-18;CE 16;2MASS J06343747-2834203;TIC 172195840;WD 0632-285;Gaia EDR3 2895487456076198656;J0634-2834;WDJ063437.49-283420.88;J0634-2834||||19.77||16.1|18.35||||||15.96|0.2|15.961|0.202|||18.92|0.0082|||||||||18.92000008|0.00867|17.8920002|0.004525|17.43510056|0.005209|17.23929977|0.011315|17.15379906|0.010224|17.890133|0.015938025|18.626839|17.06197|0|0|1
WD 0655-390||Gaia EDR3 5564171814627287296|WD 0655-390|5564171814627287296|06 57 05.50|-39 09 38.08|DA|6310|160|8.01|0.04|0.6|0.04|-3.64|0.05|2.01|0.24|||||||||||||||||||||||||||||||||||||||||60.55813992|0.018015416|16.51|||||||-298.9990549|-150.1236046|H|GJ 2054;Gaia DR2 5564171814627287296;LTT 2692;DENIS J065705.9-390935;UCAC3 102-27472;L 454-9;WD 0655-390;NLTT 17220;TIC 156948641;2MASS J06570592-3909355;Gaia EDR3 5564171814627287296;WDJ065705.91-390935.68;J0657-3909|2.7|2.3|-28.2|15.6||13.96|15.11||14.81||14.48||14.15|0.03|13.88|0.04|13.89|0.07|||||||||||||||||||||14.975847|0.001696756|15.21484|14.564063|0|0|1
WD 0658-075||Gaia EDR3 3052418589963163264|WD 0658-075|3052418589963163264|07 00 41.74|-07 34 16.38|DC|5682|11|8.185|0.005|0.688|0.004|||5.03||||||||||||||||||||||||||||||||||||||||||39.48305869|0.053471513|25.33|||||||-155.537631|142.5619415|He|WD 0658-075;LP 661-15;NLTT 17285;TIC 125019732;2MASS J07004192-0734188;Gaia EDR3 3052418589963163264;J0700-0734;Gaia DR2 3052418589963163264;WDJ070041.91-073418.66;J0700-0734|-9|28|-4|||14.2|16.73||||||15.45|0.01|15.29|0.01|15.49|0.225|16.9281|0.0013|||||||||16.92810059|0.001152|16.4659996|0.00312|16.38419914|0.002422|16.42289925|0.004093|16.50979996|0.009525|16.515802|0.004581474|16.836782|16.052677|0|0|0
WD 0701-58||Gaia EDR3 5480556532316697216|WD 0701-587|5480556532316697216|07 02 19.62|-58 50 05.79|DA|14560|338|8.56|0.05|0.96|0.03|||||||||||||||||||||||||||||||||||||||||||||34.02265604|0.020165501|29.39|||||||-47.78955069|201.7712788|H|BPM 18394;UCAC3 63-20801;uvby98 600218394;WD 0701-58;Gaia DR2 5480556532316697216;PPMX J070219.7-585008;GEN# +6.00218394;2MASS J07021972-5850089;BPM 18398;TIC 279510595;DENIS J070219.7-585010;WD 0701-587;L 184-75;Gaia EDR3 5480556532316697216;WDJ070219.72-585009.02;J0702-5850||||14.68||12.21|14.46||15.07|0.14|14.64|0.04|14.84|0.04|14.86|0.07|15.07|0.15|||||||||||||||||||||14.582559|0.001053707|14.569978|14.642993|0|0|1
WD 0704-508||Gaia EDR3 5504790696302830208|WD 0704-508|5504790696302830208|07 05 55.36|-50 52 46.56|DC|6580|240|8|0|0.57||-3.58||2.42||||||||||||||||||||||||||||||||||||||||||26.93533155|0.04242758|37.13|||||||148.1526121|555.6564819|He|Ruiz 207-124;WD 0704-508;2MASS J07055512-5052556;USNO-B1.0 0391-00069062;TIC 238164321;Gaia EDR3 5504790696302830208;Gaia DR2 5504790696302830208;ESO 207-124;WDJ070555.11-505255.45;J0705-5052||||17.4||13.72|16.94||16.65||16.37||16.24||16.11||15.69|0.2|||||||||||||||||||||16.833015|0.005397709|17.093653|16.430601|0|0|1
WD 0724+146||Gaia EDR3 3166841329084630784|WD 0724+146|3166841329084630784|07 27 04.31|14 34 38.54|DA|5702|14|7.992|0.006|0.581|0.006|-3.82||2.64||||||||||||||||||||||||||||||||||||||||||32.05991514|0.059731133|31.19|||||||148.5309338|-110.5797198|H|NLTT 17874;2MASS J07270412+1434405;USNO-B1.0 1045-00139911;Gaia DR2 3166841329084630784;LP 428-34;SDSS J072704.21+143439.6;LSPM J0727+1434;TIC 14708888;WD 0724+146;SDSS J072704.22+143439.6;PM J07270+1434;Gaia EDR3 3166841329084630784;J0727+1434;WDJ072704.15+143440.30;07270+1434;J0727+1434||||17.2||14.44|||16.2||||15.65803|0.00716|15.265|0.114|15.184|0.134|18.19372|0.01368|17.13||16.69||16.51||16.45||17.09160042|0.00371|16.69140053|0.002228|16.5333004|0.002609|16.50530052|0.007541|16.50259972|0.008008|16.706192|0.006029708|17.034418|16.189083|0|0|1
WD 0749+426||Gaia EDR3 925532265076649472|WD 0749+426|925532265076649472|07 53 13.44|42 29 55.37|DC|4619|7|7.844|0.007|0.487|0.005|-4.12||5.93||0||||||||||||||||||||||||||||||||||||||||36.47592122|0.109085605|27.42|||||||107.5663115|-394.8670206|H|2MASS J07531326+4230019;TIC 29106185;SDSS J075313.27+423001.6;LSPM J0753+4230;SDSS J075313.27+423001.5;Gaia DR2 925532265076649472;PM J07532+4230;SDSS J075313.34+422959.0;LP 207-50;NLTT 18555;SDSS J075313.28+423001.6;WD 0749+426;USNO-B1.0 1325-00229483;SDSS J075313.35+422959.1;Gaia EDR3 925532265076649472;J0753+4229;WDJ075313.28+423001.69;0749+426;07532+4230;J0753+4230;J0753+4229|-17.8|-29.6|5.6|18||15.06|17.45||16.8||||15.69|0.04|15.49|0.04|15.47|0.04|19.97144|0.03339|18.08||17.19||16.88||16.73||17.97590065|0.003298|17.19020081|0.000957|16.88430023|0.003348|16.77639961|0.001327|16.71349907|0.004702|17.233337|0.010232658|17.802542|16.52674|0|0|2
WD 0753+417||Gaia EDR3 922434906461782272|WD 0753+417|922434906461782272|07 56 31.11|41 39 45.36|DA|6898|21|8.399|0.005|0.848|0.005|-3.55||3.72||||||||||||||||||||||||||||||||||||||||||30.55687282|0.05624213|32.73|||||||-5.656441148|-352.3775864|H|NLTT 18642;LP 207-55;TIC 321339283;SDSS J075631.11+413950.9;SDSS J075631.12+413951.0;KUV 07531+4148;2MASS J07563111+4139510;LSPM J0756+4139;Gaia DR2 922434906461782272;PM J07565+4139;USNO-B1.0 1316-00194114;WD 0753+417;Gaia EDR3 922434906461782272;J0756+4139;WDJ075631.12+413951.00;07565+4139;J0756+4139|-13.8|-28.6|-3.5|16.3||13.74|||16.4||||15.96066|0.01007|15.843|0.169|15.888|0.233|17.44199|0.008633718|16.8651|0.00397204|16.6689|0.004290608|16.60024|0.004586827|16.6291|0.009601256|16.85000038|0.001928|16.68129921|0.006731|16.62719917|0.002855|16.65710068|0.003907|16.67200089|0.011962|16.647842|0.005886579|16.871845|16.293438|0.001|0|3
WD 0801+228||Gaia EDR3 680099824985004288|WD 0801+228|680099824985004288|08 04 40.63|22 39 44.50|DZ|4920|26|7.909|0.009|0.515|0.006|||5.3||-1.25||||||-11|||||||||||||-10|||||||||||-9.8||||||||||25.37401231|0.11761064|39.41|||||||1.810602686|-324.0000977|He|NLTT 18891;2MASS J08044064+2239502;WD 0801+228;USNO-B1.0 1126-00180955;LSPM J0804+2239;SDSS J080440.63+223948.7;Gaia DR2 680099824985004288;LP 366-38;SDSS J080440.63+223948.6;TIC 67378262;Gaia EDR3 680099824985004288;J0804+2239;WDJ080440.63+223949.68;J0804+2239||||19|||||17.5||||16.71|0.04|16.92|0.04|17.29|0.06|19.82443|0.03375|18.3|0.03|17.59|0.03|17.39|0.03|17.33|0.03|18.15810013|0.004052|17.61289978|0.003452|17.41069984|0.004645|17.35849953|0.00556|17.28140068|0.010761|17.656767|0.013254546|18.08385|17.075903|0.001|0|2
