T:,11000,12000,13000,14000,15000,16000,17000,18000,19000,20000
qcvz:,-11.886,-13.47,-14.201,-14.61,-14.991,-15.383,-15.744,-16.327,-16.911,-17.062
2,1.304,0.075,-0.201,-0.546,-0.885,-1.242,-1.548,-1.962,-2.572,-2.819
3,1.051,-0.191,-0.645,-0.991,-1.288,-1.577,-1.829,-2.2,-2.531,-2.637
4,1.108,0.094,-0.402,-0.681,-0.941,-1.213,-1.465,-1.847,-2.197,-2.309
5,1.215,0.137,-0.243,-0.522,-0.787,-1.075,-1.364,-1.906,-2.397,-2.556
6,1.233,0.023,-0.25,-0.553,-0.84,-1.156,-1.487,-2.054,-2.677,-2.817
7,1.076,-0.119,-0.437,-0.758,-1.057,-1.37,-1.657,-2.156,-2.809,-2.934
8,1.016,-0.158,-0.498,-0.812,-1.116,-1.437,-1.724,-2.284,-2.904,-3.019
9,0.966,-0.345,-0.575,-0.905,-1.225,-1.561,-1.87,-2.536,-2.996,-3.11
10,0.856,-0.36,-0.71,-1.023,-1.311,-1.615,-1.921,-2.619,-3.037,-3.158
11,0.835,-0.382,-0.76,-1.078,-1.368,-1.672,-1.993,-2.704,-3.067,-3.174
12,0.861,-0.316,-0.767,-1.09,-1.372,-1.651,-1.899,-2.271,-2.608,-2.714
13,0.877,-0.165,-0.631,-0.906,-1.164,-1.434,-1.685,-2.119,-2.632,-2.751
14,0.968,-0.128,-0.499,-0.782,-1.055,-1.355,-1.65,-2.156,-2.692,-2.812
15,0.979,-0.24,-0.503,-0.803,-1.089,-1.409,-1.73,-2.287,-2.749,-2.872
16,0.921,-0.257,-0.579,-0.893,-1.183,-1.487,-1.771,-2.314,-2.792,-2.929
17,0.873,-0.282,-0.624,-0.926,-1.216,-1.525,-1.815,-2.403,-3.02,-3.181
18,0.846,-0.435,-0.671,-0.988,-1.301,-1.644,-1.974,-2.51,-3.142,-3.304
19,0.807,-0.403,-0.742,-1.053,-1.342,-1.653,-1.97,-2.504,-3.182,-3.338
20,0.81,-0.374,-0.737,-1.049,-1.339,-1.65,-1.971,-2.481,-2.82,-2.926
21,0.781,-0.421,-0.769,-1.085,-1.373,-1.658,-1.914,-2.357,-2.842,-2.957
22,0.71,-0.39,-0.779,-1.069,-1.344,-1.637,-1.909,-2.349,-2.862,-2.982
23,0.722,-0.39,-0.758,-1.048,-1.326,-1.629,-1.919,-2.382,-2.9,-3.017
24,0.745,-0.392,-0.755,-1.051,-1.333,-1.64,-1.932,-2.4,-2.914,-3.028
25,0.74,-0.399,-0.775,-1.072,-1.356,-1.666,-1.955,-2.404,-2.947,-3.064
26,0.76,-0.402,-0.763,-1.056,-1.336,-1.648,-1.954,-2.442,-2.972,-3.092
27,0.687,-0.493,-0.857,-1.171,-1.459,-1.754,-2.023,-2.524,-2.989,-3.099
28,0.666,-0.476,-0.843,-1.143,-1.432,-1.739,-2.018,-2.534,-2.989,-3.099
29,0.663,-0.495,-0.859,-1.159,-1.449,-1.761,-2.047,-2.574,-3.021,-3.13
