T:,7000,8000,9000,10000,11000,12000,13000,14000,15000,16000,17000,18000,19000,20000,21000,22000,23000,24000,25000,26000,27000,28000,29000,30000
qcvz:,-5.528,-5.428,-5.313,-5.247,-5.227,-5.256,-5.324,-5.478,-5.713,-5.997,-6.33,-6.75,-7.293,-8.041,-9.122,-10.515,-11.265,-11.416,-11.572,-11.749,-11.931,-12.153,-12.399,-12.667
3,6.493,6.487,6.518,6.523,6.503,6.455,6.38,6.249,6.068,5.86,5.626,5.319,4.905,4.416,3.719,2.808,2.301,2.194,2.084,1.959,1.828,1.671,1.496,1.305
4,6.469,6.462,6.492,6.497,6.477,6.428,6.353,6.223,6.04,5.827,5.577,5.252,4.849,4.373,3.673,2.735,2.198,2.089,1.975,1.846,1.712,1.548,1.366,1.165
5,6.363,6.413,6.476,6.491,6.472,6.422,6.344,6.203,6.002,5.774,5.526,5.217,4.824,4.347,3.631,2.665,2.118,2.008,1.894,1.765,1.633,1.472,1.298,1.11
6,6.277,6.317,6.393,6.426,6.42,6.377,6.303,6.164,5.972,5.757,5.521,5.219,4.825,4.342,3.612,2.667,2.164,2.059,1.95,1.827,1.698,1.544,1.374,1.189
7,6.289,6.295,6.339,6.359,6.351,6.311,6.244,6.116,5.936,5.73,5.499,5.198,4.801,4.311,3.592,2.683,2.183,2.078,1.969,1.846,1.717,1.563,1.393,1.208
8,6.307,6.309,6.347,6.359,6.344,6.301,6.232,6.106,5.927,5.723,5.491,5.189,4.788,4.298,3.596,2.69,2.188,2.083,1.974,1.85,1.721,1.566,1.394,1.205
9,6.284,6.288,6.326,6.337,6.321,6.277,6.206,6.08,5.901,5.697,5.465,5.162,4.76,4.274,3.577,2.667,2.157,2.051,1.941,1.816,1.686,1.527,1.35,1.154
10,6.324,6.324,6.36,6.369,6.352,6.306,6.234,6.105,5.926,5.72,5.487,5.178,4.772,4.289,3.589,2.661,2.125,2.017,1.904,1.774,1.641,1.474,1.289,1.09
11,6.308,6.309,6.345,6.355,6.338,6.292,6.22,6.091,5.912,5.705,5.468,5.155,4.748,4.265,3.558,2.59,2.053,1.947,1.837,1.712,1.583,1.423,1.246,1.05
12,6.334,6.334,6.368,6.376,6.358,6.311,6.238,6.109,5.928,5.716,5.472,5.149,4.736,4.252,3.528,2.568,2.044,1.937,1.827,1.7,1.569,1.406,1.221,1.015
13,6.304,6.319,6.357,6.366,6.348,6.301,6.228,6.098,5.912,5.693,5.438,5.101,4.694,4.208,3.485,2.533,1.982,1.873,1.76,1.631,1.499,1.334,1.153,0.956
14,6.267,6.313,6.369,6.383,6.365,6.317,6.242,6.106,5.913,5.679,5.407,5.081,4.682,4.197,3.478,2.499,1.965,1.859,1.749,1.623,1.492,1.331,1.151,0.955
15,6.169,6.225,6.317,6.345,6.334,6.289,6.213,6.073,5.862,5.619,5.363,5.045,4.651,4.165,3.435,2.473,1.948,1.841,1.731,1.605,1.475,1.313,1.133,0.937
16,6.147,6.192,6.264,6.307,6.309,6.267,6.19,6.039,5.833,5.606,5.35,5.033,4.642,4.154,3.426,2.481,1.958,1.853,1.744,1.62,1.492,1.337,1.169,0.985
17,6.059,6.129,6.209,6.24,6.237,6.196,6.125,5.987,5.79,5.559,5.305,4.997,4.613,4.124,3.407,2.467,1.962,1.86,1.754,1.633,1.508,1.357,1.19,1.007
18,5.992,6.043,6.129,6.177,6.179,6.14,6.071,5.931,5.729,5.504,5.263,4.965,4.585,4.096,3.382,2.458,1.963,1.861,1.755,1.635,1.51,1.358,1.189,1.004
19,6.015,6.061,6.133,6.17,6.173,6.137,6.069,5.932,5.741,5.528,5.293,4.998,4.615,4.125,3.411,2.501,2.002,1.899,1.792,1.671,1.544,1.389,1.215,1.023
20,6.034,6.066,6.132,6.165,6.163,6.126,6.059,5.929,5.747,5.539,5.307,5.013,4.626,4.135,3.426,2.517,2.005,1.9,1.791,1.666,1.537,1.375,1.193,0.993
21,6.012,6.036,6.094,6.123,6.121,6.085,6.021,5.895,5.717,5.513,5.283,4.989,4.601,4.108,3.406,2.483,1.95,1.844,1.735,1.61,1.482,1.323,1.148,0.956
22,6.017,6.038,6.091,6.116,6.111,6.075,6.012,5.888,5.713,5.51,5.281,4.984,4.593,4.101,3.398,2.45,1.929,1.825,1.717,1.594,1.467,1.309,1.132,0.933
23,6.021,6.041,6.092,6.114,6.107,6.071,6.007,5.884,5.71,5.508,5.279,4.981,4.583,4.088,3.372,2.431,1.909,1.803,1.693,1.566,1.436,1.271,1.087,0.888
24,6.045,6.065,6.113,6.133,6.125,6.087,6.023,5.9,5.726,5.523,5.289,4.983,4.58,4.087,3.37,2.426,1.887,1.782,1.672,1.547,1.419,1.26,1.084,0.89
25,6.047,6.067,6.115,6.135,6.126,6.088,6.022,5.9,5.725,5.52,5.282,4.966,4.561,4.069,3.355,2.398,1.872,1.768,1.66,1.535,1.407,1.246,1.065,0.864
26,6.069,6.088,6.136,6.155,6.145,6.106,6.04,5.916,5.74,5.531,5.285,4.958,4.559,4.069,3.352,2.394,1.857,1.75,1.64,1.512,1.383,1.22,1.042,0.85
27,6.055,6.085,6.135,6.154,6.144,6.105,6.038,5.914,5.734,5.52,5.261,4.938,4.544,4.054,3.33,2.361,1.823,1.72,1.613,1.491,1.365,1.21,1.037,0.846
28,6.059,6.104,6.161,6.181,6.171,6.13,6.062,5.935,5.75,5.524,5.261,4.944,4.55,4.057,3.327,2.353,1.84,1.737,1.63,1.508,1.382,1.224,1.049,0.856
29,5.997,6.062,6.134,6.159,6.151,6.111,6.042,5.913,5.72,5.485,5.23,4.914,4.521,4.022,3.282,2.335,1.821,1.718,1.611,1.488,1.361,1.203,1.028,0.836
