T:,11000,12000,13000,14000,15000,16000,17000,18000,19000,20000
qcvz:,-11.994,-12.601,-13.115,-13.61,-14.164,-14.968,-15.546,-15.521,-15.454,-15.409
2,1.958,1.584,1.161,0.686,0.126,-0.419,-1.264,-1.076,-0.883,-0.793
3,1.627,1.155,0.657,0.229,-0.172,-0.642,-1.017,-1.011,-0.977,-0.959
4,1.679,1.284,0.93,0.584,0.199,-0.278,-0.677,-0.658,-0.615,-0.591
5,1.83,1.461,1.108,0.757,0.333,-0.366,-0.953,-0.878,-0.771,-0.714
6,1.875,1.5,1.104,0.714,0.228,-0.537,-1.203,-1.159,-1.05,-0.958
7,1.777,1.368,0.935,0.514,0.031,-0.685,-1.32,-1.298,-1.223,-1.147
8,1.658,1.258,0.863,0.446,-0.04,-0.864,-1.398,-1.386,-1.339,-1.296
9,1.599,1.187,0.779,0.339,-0.162,-1.052,-1.487,-1.474,-1.433,-1.407
10,1.496,1.061,0.637,0.235,-0.211,-1.109,-1.54,-1.516,-1.469,-1.444
11,1.444,1.005,0.574,0.172,-0.281,-1.172,-1.553,-1.547,-1.514,-1.495
12,1.443,0.997,0.554,0.157,-0.233,-0.704,-1.083,-1.074,-1.038,-1.018
13,1.469,1.068,0.717,0.375,-0.007,-0.596,-1.124,-1.103,-1.04,-0.986
14,1.607,1.222,0.867,0.507,0.053,-0.661,-1.177,-1.154,-1.098,-1.054
15,1.641,1.247,0.862,0.477,-0.012,-0.767,-1.242,-1.212,-1.155,-1.12
16,1.627,1.219,0.799,0.389,-0.072,-0.8,-1.311,-1.263,-1.191,-1.151
17,1.534,1.13,0.744,0.35,-0.118,-0.902,-1.571,-1.499,-1.373,-1.292
18,1.503,1.091,0.695,0.278,-0.251,-0.987,-1.705,-1.642,-1.506,-1.404
19,1.475,1.042,0.618,0.218,-0.255,-0.994,-1.74,-1.694,-1.566,-1.453
20,1.441,1.022,0.615,0.214,-0.26,-0.92,-1.295,-1.287,-1.253,-1.233
21,1.415,0.992,0.581,0.177,-0.229,-0.823,-1.329,-1.31,-1.249,-1.198
22,1.385,0.973,0.6,0.227,-0.216,-0.819,-1.356,-1.335,-1.267,-1.208
23,1.385,0.982,0.612,0.242,-0.218,-0.864,-1.39,-1.373,-1.313,-1.259
24,1.406,0.995,0.612,0.234,-0.232,-0.891,-1.401,-1.387,-1.334,-1.287
25,1.39,0.975,0.589,0.208,-0.26,-0.9,-1.435,-1.419,-1.362,-1.31
26,1.392,0.976,0.594,0.223,-0.252,-0.935,-1.46,-1.438,-1.379,-1.33
27,1.371,0.941,0.513,0.106,-0.333,-1.024,-1.468,-1.457,-1.415,-1.385
28,1.316,0.903,0.524,0.133,-0.326,-1.035,-1.468,-1.457,-1.416,-1.389
29,1.305,0.887,0.505,0.117,-0.353,-1.077,-1.5,-1.49,-1.451,-1.426
